"ID Film",Judul,"Nama Aktor","Durasi Dipinjam","ID Film category","Id Category","Kategori Film"
67,"BERETS AGENT",JULIA,5,67,1,Action
97,"BRIDE INTRIGUE",ANGELA,7,97,1,Action
105,"BULL SHAWSHANK",NICK,6,105,1,Action
105,"BULL SHAWSHANK",SANDRA,6,105,1,Action
105,"BULL SHAWSHANK",ALEC,6,105,1,Action
105,"BULL SHAWSHANK",KIRK,6,105,1,Action
105,"BULL SHAWSHANK",DAN,6,105,1,Action
105,"BULL SHAWSHANK",JULIANNE,6,105,1,Action
105,"BULL SHAWSHANK",ANGELA,6,105,1,Action
105,"BULL SHAWSHANK",JAYNE,6,105,1,Action
111,"CADDYSHACK JEDI",ED,3,111,1,Action
111,"CADDYSHACK JEDI",ELVIS,3,111,1,Action
111,"CADDYSHACK JEDI",TOM,3,111,1,Action
111,"CADDYSHACK JEDI",NATALIE,3,111,1,Action
111,"CADDYSHACK JEDI",KENNETH,3,111,1,Action
111,"CADDYSHACK JEDI",MERYL,3,111,1,Action
111,"CADDYSHACK JEDI",ROCK,3,111,1,Action
115,"CAMPUS REMEMBER",MATTHEW,5,115,1,Action
115,"CAMPUS REMEMBER",REESE,5,115,1,Action
115,"CAMPUS REMEMBER",WILL,5,115,1,Action
126,"CASUALTIES ENCINO",CAMERON,3,126,1,Action
126,"CASUALTIES ENCINO",MENA,3,126,1,Action
126,"CASUALTIES ENCINO",DARYL,3,126,1,Action
126,"CASUALTIES ENCINO",GROUCHO,3,126,1,Action
126,"CASUALTIES ENCINO",SUSAN,3,126,1,Action
130,"CELEBRITY HORN",DUSTIN,7,130,1,Action
130,"CELEBRITY HORN",MATTHEW,7,130,1,Action
130,"CELEBRITY HORN",ANGELA,7,130,1,Action
130,"CELEBRITY HORN",JAYNE,7,130,1,Action
162,"CLUELESS BUCKET",UMA,4,162,1,Action
162,"CLUELESS BUCKET",CHARLIZE,4,162,1,Action
162,"CLUELESS BUCKET",GINA,4,162,1,Action
162,"CLUELESS BUCKET",CAMERON,4,162,1,Action
162,"CLUELESS BUCKET",MORGAN,4,162,1,Action
162,"CLUELESS BUCKET",ADAM,4,162,1,Action
162,"CLUELESS BUCKET",ALAN,4,162,1,Action
162,"CLUELESS BUCKET",JON,4,162,1,Action
194,"CROW GREASE",CAMERON,6,194,1,Action
194,"CROW GREASE",JODIE,6,194,1,Action
194,"CROW GREASE",SCARLETT,6,194,1,Action
194,"CROW GREASE",CHRIS,6,194,1,Action
194,"CROW GREASE",WALTER,6,194,1,Action
194,"CROW GREASE",GROUCHO,6,194,1,Action
194,"CROW GREASE",CAMERON,6,194,1,Action
194,"CROW GREASE",MORGAN,6,194,1,Action
194,"CROW GREASE",FRANCES,6,194,1,Action
194,"CROW GREASE",LISA,6,194,1,Action
205,"DANCES NONE",MATTHEW,3,205,1,Action
205,"DANCES NONE",ZERO,3,205,1,Action
205,"DANCES NONE",RIP,3,205,1,Action
205,"DANCES NONE",MAE,3,205,1,Action
205,"DANCES NONE",WALTER,3,205,1,Action
210,"DARKO DORADO",DUSTIN,3,210,1,Action
210,"DARKO DORADO",MORGAN,3,210,1,Action
210,"DARKO DORADO",RICHARD,3,210,1,Action
210,"DARKO DORADO",GRETA,3,210,1,Action
212,"DARN FORRESTER",BOB,7,212,1,Action
212,"DARN FORRESTER",SANDRA,7,212,1,Action
212,"DARN FORRESTER",JODIE,7,212,1,Action
212,"DARN FORRESTER",RALPH,7,212,1,Action
212,"DARN FORRESTER",CHARLIZE,7,212,1,Action
212,"DARN FORRESTER",SEAN,7,212,1,Action
212,"DARN FORRESTER",CHRIS,7,212,1,Action
212,"DARN FORRESTER",CATE,7,212,1,Action
212,"DARN FORRESTER",MENA,7,212,1,Action
229,"DEVIL DESIRE",MARY,6,229,1,Action
229,"DEVIL DESIRE",KIRSTEN,6,229,1,Action
229,"DEVIL DESIRE",GROUCHO,6,229,1,Action
229,"DEVIL DESIRE",ED,6,229,1,Action
229,"DEVIL DESIRE",EWAN,6,229,1,Action
250,"DRAGON SQUAD",ANNE,4,250,1,Action
250,"DRAGON SQUAD",SPENCER,4,250,1,Action
250,"DRAGON SQUAD",JIM,4,250,1,Action
250,"DRAGON SQUAD",SPENCER,4,250,1,Action
250,"DRAGON SQUAD",SUSAN,4,250,1,Action
250,"DRAGON SQUAD",ALBERT,4,250,1,Action
250,"DRAGON SQUAD",GENE,4,250,1,Action
250,"DRAGON SQUAD",ED,4,250,1,Action
252,"DREAM PICKUP",MILLA,6,252,1,Action
252,"DREAM PICKUP",JODIE,6,252,1,Action
252,"DREAM PICKUP",HUMPHREY,6,252,1,Action
252,"DREAM PICKUP",JON,6,252,1,Action
253,"DRIFTER COMMANDMENTS",VIVIEN,5,253,1,Action
253,"DRIFTER COMMANDMENTS",KIRSTEN,5,253,1,Action
253,"DRIFTER COMMANDMENTS",VAL,5,253,1,Action
253,"DRIFTER COMMANDMENTS",HENRY,5,253,1,Action
253,"DRIFTER COMMANDMENTS",SPENCER,5,253,1,Action
253,"DRIFTER COMMANDMENTS",AL,5,253,1,Action
253,"DRIFTER COMMANDMENTS",AUDREY,5,253,1,Action
271,"EASY GLADIATOR",FRED,5,271,1,Action
271,"EASY GLADIATOR",MATTHEW,5,271,1,Action
271,"EASY GLADIATOR",ED,5,271,1,Action
287,"ENTRAPMENT SATISFACTION",FRED,5,287,1,Action
287,"ENTRAPMENT SATISFACTION",WOODY,5,287,1,Action
287,"ENTRAPMENT SATISFACTION",FRANCES,5,287,1,Action
287,"ENTRAPMENT SATISFACTION",PENELOPE,5,287,1,Action
292,"EXCITEMENT EVE",GRACE,3,292,1,Action
292,"EXCITEMENT EVE",VIVIEN,3,292,1,Action
292,"EXCITEMENT EVE",SANDRA,3,292,1,Action
292,"EXCITEMENT EVE",PENELOPE,3,292,1,Action
292,"EXCITEMENT EVE",KENNETH,3,292,1,Action
292,"EXCITEMENT EVE",GINA,3,292,1,Action
292,"EXCITEMENT EVE",SUSAN,3,292,1,Action
292,"EXCITEMENT EVE",MORGAN,3,292,1,Action
303,"FANTASY TROOPERS",NATALIE,6,303,1,Action
303,"FANTASY TROOPERS",GREG,6,303,1,Action
303,"FANTASY TROOPERS",SEAN,6,303,1,Action
303,"FANTASY TROOPERS",IAN,6,303,1,Action
303,"FANTASY TROOPERS",GRETA,6,303,1,Action
303,"FANTASY TROOPERS",CHRISTOPHER,6,303,1,Action
303,"FANTASY TROOPERS",JON,6,303,1,Action
303,"FANTASY TROOPERS",BELA,6,303,1,Action
303,"FANTASY TROOPERS",MARY,6,303,1,Action
318,"FIREHOUSE VIETNAM",SANDRA,7,318,1,Action
318,"FIREHOUSE VIETNAM",MATTHEW,7,318,1,Action
318,"FIREHOUSE VIETNAM",FAY,7,318,1,Action
318,"FIREHOUSE VIETNAM",BEN,7,318,1,Action
318,"FIREHOUSE VIETNAM",OLYMPIA,7,318,1,Action
327,"FOOL MOCKINGBIRD",RIP,3,327,1,Action
327,"FOOL MOCKINGBIRD",NATALIE,3,327,1,Action
329,"FORREST SONS",ED,4,329,1,Action
329,"FORREST SONS",RIP,4,329,1,Action
329,"FORREST SONS",DARYL,4,329,1,Action
329,"FORREST SONS",WALTER,4,329,1,Action
329,"FORREST SONS",MARY,4,329,1,Action
360,"GLASS DYING",MATTHEW,4,360,1,Action
360,"GLASS DYING",SUSAN,4,360,1,Action
360,"GLASS DYING",AL,4,360,1,Action
360,"GLASS DYING",MICHAEL,4,360,1,Action
371,"GOSFORD DONNIE",ANGELA,5,371,1,Action
371,"GOSFORD DONNIE",JADA,5,371,1,Action
371,"GOSFORD DONNIE",HUMPHREY,5,371,1,Action
375,"GRAIL FRANKENSTEIN",JOHNNY,4,375,1,Action
375,"GRAIL FRANKENSTEIN",JAYNE,4,375,1,Action
375,"GRAIL FRANKENSTEIN",DARYL,4,375,1,Action
375,"GRAIL FRANKENSTEIN",GRETA,4,375,1,Action
375,"GRAIL FRANKENSTEIN",AL,4,375,1,Action
395,"HANDICAP BOONDOCK",ZERO,4,395,1,Action
395,"HANDICAP BOONDOCK",GARY,4,395,1,Action
395,"HANDICAP BOONDOCK",RENEE,4,395,1,Action
395,"HANDICAP BOONDOCK",ALBERT,4,395,1,Action
395,"HANDICAP BOONDOCK",CATE,4,395,1,Action
395,"HANDICAP BOONDOCK",AL,4,395,1,Action
395,"HANDICAP BOONDOCK",MARY,4,395,1,Action
417,"HILLS NEIGHBORS",VIVIEN,5,417,1,Action
417,"HILLS NEIGHBORS",NATALIE,5,417,1,Action
417,"HILLS NEIGHBORS",DAN,5,417,1,Action
417,"HILLS NEIGHBORS",CHRISTIAN,5,417,1,Action
417,"HILLS NEIGHBORS",JON,5,417,1,Action
417,"HILLS NEIGHBORS",RENEE,5,417,1,Action
501,"KISSING DOLLS",TOM,3,501,1,Action
501,"KISSING DOLLS",JADA,3,501,1,Action
501,"KISSING DOLLS",GEOFFREY,3,501,1,Action
511,"LAWRENCE LOVE",CHRISTOPHER,7,511,1,Action
511,"LAWRENCE LOVE",SUSAN,7,511,1,Action
530,"LORD ARIZONA",CHRISTIAN,5,530,1,Action
530,"LORD ARIZONA",KIRSTEN,5,530,1,Action
530,"LORD ARIZONA",GROUCHO,5,530,1,Action
530,"LORD ARIZONA",SIDNEY,5,530,1,Action
530,"LORD ARIZONA",JULIANNE,5,530,1,Action
530,"LORD ARIZONA",MORGAN,5,530,1,Action
542,"LUST LOCK",ANNE,3,542,1,Action
542,"LUST LOCK",CHARLIZE,3,542,1,Action
542,"LUST LOCK",SEAN,3,542,1,Action
542,"LUST LOCK",SALMA,3,542,1,Action
542,"LUST LOCK",ED,3,542,1,Action
542,"LUST LOCK",JAYNE,3,542,1,Action
542,"LUST LOCK",MATTHEW,3,542,1,Action
549,"MAGNOLIA FORRESTER",SANDRA,4,549,1,Action
549,"MAGNOLIA FORRESTER",CHRISTIAN,4,549,1,Action
549,"MAGNOLIA FORRESTER",GROUCHO,4,549,1,Action
549,"MAGNOLIA FORRESTER",GRETA,4,549,1,Action
549,"MAGNOLIA FORRESTER",LAURA,4,549,1,Action
549,"MAGNOLIA FORRESTER",OLYMPIA,4,549,1,Action
549,"MAGNOLIA FORRESTER",AUDREY,4,549,1,Action
574,"MIDNIGHT WESTWARD",WOODY,3,574,1,Action
574,"MIDNIGHT WESTWARD",MILLA,3,574,1,Action
574,"MIDNIGHT WESTWARD",ADAM,3,574,1,Action
574,"MIDNIGHT WESTWARD",JAMES,3,574,1,Action
574,"MIDNIGHT WESTWARD",GINA,3,574,1,Action
574,"MIDNIGHT WESTWARD",GEOFFREY,3,574,1,Action
574,"MIDNIGHT WESTWARD",GRETA,3,574,1,Action
574,"MIDNIGHT WESTWARD",OPRAH,3,574,1,Action
574,"MIDNIGHT WESTWARD",HUMPHREY,3,574,1,Action
579,"MINDS TRUMAN",ANNE,3,579,1,Action
579,"MINDS TRUMAN",BURT,3,579,1,Action
579,"MINDS TRUMAN",SCARLETT,3,579,1,Action
579,"MINDS TRUMAN",CHRIS,3,579,1,Action
579,"MINDS TRUMAN",MATTHEW,3,579,1,Action
579,"MINDS TRUMAN",JULIA,3,579,1,Action
586,"MOCKINGBIRD HOLLYWOOD",JULIA,4,586,1,Action
586,"MOCKINGBIRD HOLLYWOOD",SEAN,4,586,1,Action
586,"MOCKINGBIRD HOLLYWOOD",ADAM,4,586,1,Action
594,"MONTEZUMA COMMAND",CUBA,6,594,1,Action
594,"MONTEZUMA COMMAND",RICHARD,6,594,1,Action
659,"PARK CITIZEN",GROUCHO,3,659,1,Action
659,"PARK CITIZEN",PENELOPE,3,659,1,Action
659,"PARK CITIZEN",RIVER,3,659,1,Action
659,"PARK CITIZEN",OPRAH,3,659,1,Action
659,"PARK CITIZEN",AL,3,659,1,Action
659,"PARK CITIZEN",MICHAEL,3,659,1,Action
664,"PATRIOT ROMAN",CARMEN,6,664,1,Action
664,"PATRIOT ROMAN",ALBERT,6,664,1,Action
664,"PATRIOT ROMAN",KIM,6,664,1,Action
664,"PATRIOT ROMAN",RENEE,6,664,1,Action
697,"PRIMARY GLASS",JOE,7,697,1,Action
697,"PRIMARY GLASS",KEVIN,7,697,1,Action
697,"PRIMARY GLASS",VAL,7,697,1,Action
697,"PRIMARY GLASS",MENA,7,697,1,Action
697,"PRIMARY GLASS",MARY,7,697,1,Action
697,"PRIMARY GLASS",CHARLIZE,7,697,1,Action
697,"PRIMARY GLASS",JAYNE,7,697,1,Action
707,"QUEST MUSSOLINI",JUDY,5,707,1,Action
707,"QUEST MUSSOLINI",JUDE,5,707,1,Action
707,"QUEST MUSSOLINI",JAYNE,5,707,1,Action
707,"QUEST MUSSOLINI",GARY,5,707,1,Action
707,"QUEST MUSSOLINI",RENEE,5,707,1,Action
717,"REAR TRADING",FRED,6,717,1,Action
717,"REAR TRADING",DAN,6,717,1,Action
717,"REAR TRADING",LUCILLE,6,717,1,Action
717,"REAR TRADING",NATALIE,6,717,1,Action
717,"REAR TRADING",JUDE,6,717,1,Action
717,"REAR TRADING",KENNETH,6,717,1,Action
717,"REAR TRADING",PENELOPE,6,717,1,Action
717,"REAR TRADING",LAURENCE,6,717,1,Action
732,"RINGS HEARTBREAKERS",JOHNNY,5,732,1,Action
732,"RINGS HEARTBREAKERS",RIP,5,732,1,Action
732,"RINGS HEARTBREAKERS",SANDRA,5,732,1,Action
732,"RINGS HEARTBREAKERS",JUDY,5,732,1,Action
732,"RINGS HEARTBREAKERS",NATALIE,5,732,1,Action
732,"RINGS HEARTBREAKERS",SYLVESTER,5,732,1,Action
732,"RINGS HEARTBREAKERS",CAMERON,5,732,1,Action
732,"RINGS HEARTBREAKERS",MORGAN,5,732,1,Action
732,"RINGS HEARTBREAKERS",MINNIE,5,732,1,Action
732,"RINGS HEARTBREAKERS",ED,5,732,1,Action
732,"RINGS HEARTBREAKERS",JEFF,5,732,1,Action
748,"RUGRATS SHAKESPEARE",JUDY,4,748,1,Action
748,"RUGRATS SHAKESPEARE",GARY,4,748,1,Action
748,"RUGRATS SHAKESPEARE",DARYL,4,748,1,Action
748,"RUGRATS SHAKESPEARE",MORGAN,4,748,1,Action
748,"RUGRATS SHAKESPEARE",KIM,4,748,1,Action
748,"RUGRATS SHAKESPEARE",CUBA,4,748,1,Action
793,"SHRUNK DIVINE",WOODY,6,793,1,Action
793,"SHRUNK DIVINE",SISSY,6,793,1,Action
793,"SHRUNK DIVINE",TOM,6,793,1,Action
793,"SHRUNK DIVINE",MARY,6,793,1,Action
794,"SIDE ARK",HELEN,5,794,1,Action
794,"SIDE ARK",AUDREY,5,794,1,Action
794,"SIDE ARK",JADA,5,794,1,Action
794,"SIDE ARK",CHRIS,5,794,1,Action
794,"SIDE ARK",LAURENCE,5,794,1,Action
794,"SIDE ARK",JAYNE,5,794,1,Action
802,"SKY MIRACLE",ELVIS,7,802,1,Action
802,"SKY MIRACLE",SISSY,7,802,1,Action
802,"SKY MIRACLE",WOODY,7,802,1,Action
802,"SKY MIRACLE",KIRSTEN,7,802,1,Action
802,"SKY MIRACLE",WALTER,7,802,1,Action
802,"SKY MIRACLE",WARREN,7,802,1,Action
802,"SKY MIRACLE",MERYL,7,802,1,Action
802,"SKY MIRACLE",GRETA,7,802,1,Action
802,"SKY MIRACLE",LAURA,7,802,1,Action
802,"SKY MIRACLE",LAURENCE,7,802,1,Action
802,"SKY MIRACLE",JON,7,802,1,Action
802,"SKY MIRACLE",AUDREY,7,802,1,Action
823,"SOUTH WAIT",MICHELLE,4,823,1,Action
823,"SOUTH WAIT",GARY,4,823,1,Action
825,"SPEAKEASY DATE",NICK,6,825,1,Action
825,"SPEAKEASY DATE",KIRSTEN,6,825,1,Action
825,"SPEAKEASY DATE",HARVEY,6,825,1,Action
838,"STAGECOACH ARMAGEDDON",KARL,5,838,1,Action
838,"STAGECOACH ARMAGEDDON",SANDRA,5,838,1,Action
838,"STAGECOACH ARMAGEDDON",WOODY,5,838,1,Action
838,"STAGECOACH ARMAGEDDON",SEAN,5,838,1,Action
838,"STAGECOACH ARMAGEDDON",KIRSTEN,5,838,1,Action
838,"STAGECOACH ARMAGEDDON",MORGAN,5,838,1,Action
850,"STORY SIDE",ZERO,7,850,1,Action
850,"STORY SIDE",ANGELINA,7,850,1,Action
850,"STORY SIDE",SPENCER,7,850,1,Action
850,"STORY SIDE",HARVEY,7,850,1,Action
850,"STORY SIDE",RUSSELL,7,850,1,Action
869,"SUSPECTS QUILLS",JOHNNY,4,869,1,Action
869,"SUSPECTS QUILLS",MICHELLE,4,869,1,Action
869,"SUSPECTS QUILLS",MINNIE,4,869,1,Action
869,"SUSPECTS QUILLS",RUSSELL,4,869,1,Action
869,"SUSPECTS QUILLS",GRETA,4,869,1,Action
869,"SUSPECTS QUILLS",VIVIEN,4,869,1,Action
869,"SUSPECTS QUILLS",JEFF,4,869,1,Action
869,"SUSPECTS QUILLS",JAYNE,4,869,1,Action
911,"TRIP NEWTON",WOODY,7,911,1,Action
911,"TRIP NEWTON",PENELOPE,7,911,1,Action
911,"TRIP NEWTON",KEVIN,7,911,1,Action
911,"TRIP NEWTON",MATTHEW,7,911,1,Action
915,"TRUMAN CRAZY",BURT,7,915,1,Action
915,"TRUMAN CRAZY",CARMEN,7,915,1,Action
915,"TRUMAN CRAZY",MARY,7,915,1,Action
915,"TRUMAN CRAZY",JESSICA,7,915,1,Action
915,"TRUMAN CRAZY",SIDNEY,7,915,1,Action
915,"TRUMAN CRAZY",GENE,7,915,1,Action
927,"UPRISING UPTOWN",ANNE,6,927,1,Action
927,"UPRISING UPTOWN",GENE,6,927,1,Action
927,"UPRISING UPTOWN",BEN,6,927,1,Action
927,"UPRISING UPTOWN",HARVEY,6,927,1,Action
927,"UPRISING UPTOWN",WILL,6,927,1,Action
964,"WATERFRONT DELIVERANCE",JOE,4,964,1,Action
964,"WATERFRONT DELIVERANCE",CHRISTIAN,4,964,1,Action
964,"WATERFRONT DELIVERANCE",ELVIS,4,964,1,Action
964,"WATERFRONT DELIVERANCE",MICHELLE,4,964,1,Action
964,"WATERFRONT DELIVERANCE",SEAN,4,964,1,Action
964,"WATERFRONT DELIVERANCE",BEN,4,964,1,Action
968,"WEREWOLF LOLA",CUBA,6,968,1,Action
968,"WEREWOLF LOLA",GROUCHO,6,968,1,Action
968,"WEREWOLF LOLA",KENNETH,6,968,1,Action
968,"WEREWOLF LOLA",GENE,6,968,1,Action
968,"WEREWOLF LOLA",BEN,6,968,1,Action
968,"WEREWOLF LOLA",VIVIEN,6,968,1,Action
968,"WEREWOLF LOLA",OPRAH,6,968,1,Action
982,"WOMEN DORADO",NICK,4,982,1,Action
982,"WOMEN DORADO",CHRISTOPHER,4,982,1,Action
982,"WOMEN DORADO",ELLEN,4,982,1,Action
982,"WOMEN DORADO",JIM,4,982,1,Action
982,"WOMEN DORADO",MICHAEL,4,982,1,Action
991,"WORST BANGER",PARKER,4,991,1,Action
991,"WORST BANGER",KIRSTEN,4,991,1,Action
991,"WORST BANGER",SPENCER,4,991,1,Action
991,"WORST BANGER",MATTHEW,4,991,1,Action
18,"ALTER VICTORY",REESE,6,18,2,Animation
18,"ALTER VICTORY",JADA,6,18,2,Animation
18,"ALTER VICTORY",ANGELA,6,18,2,Animation
18,"ALTER VICTORY",OPRAH,6,18,2,Animation
23,"ANACONDA CONFESSIONS",PENELOPE,3,23,2,Animation
23,"ANACONDA CONFESSIONS",JENNIFER,3,23,2,Animation
23,"ANACONDA CONFESSIONS",ELVIS,3,23,2,Animation
23,"ANACONDA CONFESSIONS",JAYNE,3,23,2,Animation
23,"ANACONDA CONFESSIONS",HUMPHREY,3,23,2,Animation
36,"ARGONAUTS TOWN",JULIA,7,36,2,Animation
36,"ARGONAUTS TOWN",GARY,7,36,2,Animation
36,"ARGONAUTS TOWN",GENE,7,36,2,Animation
36,"ARGONAUTS TOWN",DAN,7,36,2,Animation
36,"ARGONAUTS TOWN",KEVIN,7,36,2,Animation
70,"BIKINI BORROWERS",BETTE,7,70,2,Animation
70,"BIKINI BORROWERS",PENELOPE,7,70,2,Animation
78,"BLACKOUT PRIVATE",SANDRA,7,78,2,Animation
78,"BLACKOUT PRIVATE",CARY,7,78,2,Animation
78,"BLACKOUT PRIVATE",CAMERON,7,78,2,Animation
78,"BLACKOUT PRIVATE",KENNETH,7,78,2,Animation
78,"BLACKOUT PRIVATE",MATTHEW,7,78,2,Animation
89,"BORROWERS BEDAZZLED",CUBA,7,89,2,Animation
89,"BORROWERS BEDAZZLED",ELVIS,7,89,2,Animation
89,"BORROWERS BEDAZZLED",KIRK,7,89,2,Animation
89,"BORROWERS BEDAZZLED",SCARLETT,7,89,2,Animation
89,"BORROWERS BEDAZZLED",DARYL,7,89,2,Animation
89,"BORROWERS BEDAZZLED",HARVEY,7,89,2,Animation
89,"BORROWERS BEDAZZLED",JON,7,89,2,Animation
118,"CANYON STOCK",ZERO,7,118,2,Animation
118,"CANYON STOCK",VAL,7,118,2,Animation
118,"CANYON STOCK",RALPH,7,118,2,Animation
118,"CANYON STOCK",SPENCER,7,118,2,Animation
118,"CANYON STOCK",MATTHEW,7,118,2,Animation
118,"CANYON STOCK",RUSSELL,7,118,2,Animation
121,"CAROL TEXAS",FRED,4,121,2,Animation
121,"CAROL TEXAS",GARY,4,121,2,Animation
121,"CAROL TEXAS",DUSTIN,4,121,2,Animation
121,"CAROL TEXAS",BEN,4,121,2,Animation
121,"CAROL TEXAS",VIVIEN,4,121,2,Animation
121,"CAROL TEXAS",OPRAH,4,121,2,Animation
121,"CAROL TEXAS",THORA,4,121,2,Animation
134,"CHAMPION FLATLINERS",FRANCES,4,134,2,Animation
134,"CHAMPION FLATLINERS",JUDE,4,134,2,Animation
134,"CHAMPION FLATLINERS",CAMERON,4,134,2,Animation
134,"CHAMPION FLATLINERS",GENE,4,134,2,Animation
154,"CLASH FREDDY",UMA,6,154,2,Animation
154,"CLASH FREDDY",VIVIEN,6,154,2,Animation
154,"CLASH FREDDY",HELEN,6,154,2,Animation
154,"CLASH FREDDY",MILLA,6,154,2,Animation
154,"CLASH FREDDY",LIZA,6,154,2,Animation
154,"CLASH FREDDY",KIM,6,154,2,Animation
154,"CLASH FREDDY",ALAN,6,154,2,Animation
160,"CLUB GRAFFITI",TOM,4,160,2,Animation
160,"CLUB GRAFFITI",MORGAN,4,160,2,Animation
160,"CLUB GRAFFITI",LISA,4,160,2,Animation
160,"CLUB GRAFFITI",DEBBIE,4,160,2,Animation
193,"CROSSROADS CASUALTIES",BETTE,5,193,2,Animation
193,"CROSSROADS CASUALTIES",KENNETH,5,193,2,Animation
193,"CROSSROADS CASUALTIES",KENNETH,5,193,2,Animation
193,"CROSSROADS CASUALTIES",FRANCES,5,193,2,Animation
193,"CROSSROADS CASUALTIES",ED,5,193,2,Animation
193,"CROSSROADS CASUALTIES",RUSSELL,5,193,2,Animation
193,"CROSSROADS CASUALTIES",MERYL,5,193,2,Animation
193,"CROSSROADS CASUALTIES",ED,5,193,2,Animation
208,"DARES PLUTO",KARL,7,208,2,Animation
208,"DARES PLUTO",BOB,7,208,2,Animation
208,"DARES PLUTO",CAMERON,7,208,2,Animation
208,"DARES PLUTO",WARREN,7,208,2,Animation
208,"DARES PLUTO",PENELOPE,7,208,2,Animation
208,"DARES PLUTO",GRETA,7,208,2,Animation
208,"DARES PLUTO",MERYL,7,208,2,Animation
208,"DARES PLUTO",LAURA,7,208,2,Animation
208,"DARES PLUTO",WILL,7,208,2,Animation
208,"DARES PLUTO",JULIA,7,208,2,Animation
223,"DESIRE ALIEN",TOM,7,223,2,Animation
223,"DESIRE ALIEN",JOHNNY,7,223,2,Animation
223,"DESIRE ALIEN",ANGELINA,7,223,2,Animation
223,"DESIRE ALIEN",JULIANNE,7,223,2,Animation
223,"DESIRE ALIEN",CATE,7,223,2,Animation
223,"DESIRE ALIEN",LAURA,7,223,2,Animation
223,"DESIRE ALIEN",ROCK,7,223,2,Animation
239,"DOGMA FAMILY",KIRK,5,239,2,Animation
239,"DOGMA FAMILY",HENRY,5,239,2,Animation
239,"DOGMA FAMILY",GROUCHO,5,239,2,Animation
239,"DOGMA FAMILY",SIDNEY,5,239,2,Animation
239,"DOGMA FAMILY",GINA,5,239,2,Animation
239,"DOGMA FAMILY",RIVER,5,239,2,Animation
239,"DOGMA FAMILY",CHRISTOPHER,5,239,2,Animation
241,"DONNIE ALLEY",VIVIEN,4,241,2,Animation
241,"DONNIE ALLEY",RIP,4,241,2,Animation
241,"DONNIE ALLEY",TOM,4,241,2,Animation
241,"DONNIE ALLEY",DUSTIN,4,241,2,Animation
241,"DONNIE ALLEY",GROUCHO,4,241,2,Animation
241,"DONNIE ALLEY",VIVIEN,4,241,2,Animation
241,"DONNIE ALLEY",WILL,4,241,2,Animation
243,"DOORS PRESIDENT",KARL,3,243,2,Animation
243,"DOORS PRESIDENT",LUCILLE,3,243,2,Animation
243,"DOORS PRESIDENT",NATALIE,3,243,2,Animation
243,"DOORS PRESIDENT",CHRISTIAN,3,243,2,Animation
243,"DOORS PRESIDENT",SYLVESTER,3,243,2,Animation
243,"DOORS PRESIDENT",GENE,3,243,2,Animation
243,"DOORS PRESIDENT",ED,3,243,2,Animation
243,"DOORS PRESIDENT",KIM,3,243,2,Animation
243,"DOORS PRESIDENT",REESE,3,243,2,Animation
245,"DOUBLE WRATH",KEVIN,4,245,2,Animation
245,"DOUBLE WRATH",BURT,4,245,2,Animation
